'Frame (30fps)', 'hips', 'neck', 'head', 'eye_R', 'eye_L', 'clavicle_R', 'shoulder_R', 'upperArm_R', 'elbow_R', 'lowerArm_R', 'hand_R', 'clavicle_L', 'shoulder_L', 'upperArm_L', 'elbow_L', 'lowerArm_L', 'hand_L', 'upperLeg_R', 'knee_R', 'ankle_R', 'upperLeg_L', 'knee_L', 'ankle_L'
884,-907,1.49,-2.99,-1.49,-1.49,73.08,-42.27,-21.3,-91.54,33.73,28.12,77.81,-58.87,-12.54,-91.41,-25.35,-69.14,-12.21,23.85,-11.64,-12.21,23.84,-11.63
885,-996,1.62,-3.04,-1.62,-1.62,71.28,-42.11,-22.32,-92.4,26.71,28.12,77.93,-58.87,-10.14,-91.48,-20.95,-69.32,-12.79,24.98,-12.19,-12.79,24.98,-12.19
886,-1089,1.74,-3.07,-1.74,-1.74,69.37,-42,-23.29,-93.03,19.47,28.02,77.93,-58.77,-7.47,-91.42,-16.41,-68.88,-13.38,26.13,-12.75,-13.38,26.13,-12.75
887,-1183,1.87,-3.08,-1.87,-1.87,67.38,-41.96,-24.21,-93.44,12.08,27.82,77.92,-58.48,-4.59,-91.25,-11.78,-67.6,-13.95,27.24,-13.29,-13.95,27.24,-13.29
888,-1273,2,-3.06,-2,-2,65.34,-42.04,-25.05,-93.57,4.59,27.52,77.92,-58.02,-1.56,-90.97,-7.12,-65.54,-14.48,28.27,-13.79,-14.48,28.27,-13.79
889,-1355,2.13,-3,-2.13,-2.13,63.29,-42.25,-25.82,-93.4,-2.93,27.1,77.9,-57.4,1.59,-90.6,-2.47,-62.76,-14.94,29.17,-14.23,-14.94,29.17,-14.23
890,-1425,2.27,-2.9,-2.27,-2.27,61.26,-42.59,-26.51,-92.98,-10.42,26.58,77.88,-56.63,4.78,-90.14,2.11,-59.32,-15.32,29.92,-14.59,-15.32,29.91,-14.59
891,-1482,2.4,-2.78,-2.4,-2.4,59.27,-43.03,-27.12,-92.36,-17.82,25.94,77.85,-55.74,7.98,-89.59,6.57,-55.29,-15.63,30.52,-14.89,-15.63,30.52,-14.89
892,-1532,2.54,-2.64,-2.54,-2.54,57.36,-43.58,-27.63,-91.57,-25.05,24.94,77.8,-54.74,11.12,-88.97,10.85,-50.73,-15.89,31.03,-15.14,-15.89,31.03,-15.13
893,-1573,2.67,-2.48,-2.67,-2.67,55.55,-44.2,-28.04,-90.65,-32.07,23.36,77.74,-53.65,14.16,-88.28,14.91,-45.69,-16.11,31.45,-15.34,-16.11,31.45,-15.34
894,-1607,2.81,-2.32,-2.81,-2.81,53.89,-44.9,-28.34,-89.66,-38.81,21.25,77.66,-52.47,17.04,-87.53,18.69,-40.25,-16.28,31.78,-15.5,-16.28,31.78,-15.5
895,-1632,2.95,-2.16,-2.95,-2.95,52.4,-45.65,-28.52,-88.62,-45.2,18.64,77.56,-51.24,19.7,-86.73,22.13,-34.46,-16.41,32.04,-15.63,-16.41,32.03,-15.62
896,-1650,3.08,-2,-3.08,-3.08,51.11,-46.44,-28.59,-87.58,-51.19,15.58,77.44,-49.95,22.1,-85.88,25.19,-28.38,-16.5,32.21,-15.71,-16.5,32.2,-15.71
897,-1643,3.22,-1.86,-3.22,-3.22,50.05,-47.26,-28.53,-86.59,-56.71,12.12,77.3,-48.63,24.19,-84.99,27.81,-22.08,-16.47,32.14,-15.68,-16.46,32.14,-15.68
898,-1605,3.36,-1.73,-3.36,-3.36,49.25,-48.09,-28.38,-85.68,-61.69,8.29,77.13,-47.3,25.9,-84.06,29.94,-15.62,-16.27,31.76,-15.49,-16.27,31.76,-15.49
899,-1546,3.49,-1.61,-3.49,-3.49,48.75,-48.91,-28.13,-84.91,-66.08,4.14,76.93,-45.97,27.19,-83.11,31.52,-9.06,-15.97,31.18,-15.21,-15.97,31.17,-15.21
900,-1456,3.62,-1.49,-3.62,-3.62,48.58,-49.72,-27.79,-84.3,-69.81,-0.28,76.7,-44.65,28,-82.15,32.52,-2.46,-15.49,30.25,-14.75,-15.49,30.24,-14.75
901,-1346,3.76,-1.36,-3.76,-3.76,48.76,-50.51,-27.37,-83.9,-72.82,-4.95,76.44,-43.37,28.28,-81.17,32.86,4.12,-14.89,29.08,-14.18,-14.89,29.07,-14.18
902,-1267,3.89,-1.22,-3.89,-3.89,49.27,-51.24,-26.87,-83.76,-75.05,-9.8,76.15,-42.13,27.69,-80.19,32.56,10.61,-14.44,28.2,-13.76,-14.44,28.2,-13.75
903,-1239,4.01,-1.08,-4.01,-4.01,50.1,-51.92,-26.3,-83.87,-76.43,-14.8,75.81,-40.96,26.03,-79.21,31.72,16.96,-14.28,27.88,-13.6,-14.28,27.88,-13.6
904,-1241,4.14,-0.94,-4.14,-4.14,51.21,-52.53,-25.66,-84.17,-76.91,-19.91,75.44,-39.86,23.43,-78.24,30.36,23.09,-14.29,27.91,-13.61,-14.29,27.9,-13.61
905,-1258,4.26,-0.8,-4.26,-4.26,52.56,-53.06,-24.96,-84.64,-76.35,-25.08,75.03,-38.86,20.04,-77.29,28.53,28.96,-14.39,28.1,-13.71,-14.39,28.09,-13.7
906,-1292,4.38,-0.65,-4.38,-4.38,54.15,-53.49,-24.21,-85.26,-74.72,-30.27,74.57,-37.97,16,-76.37,26.29,34.5,-14.59,28.48,-13.9,-14.59,28.48,-13.89
907,-1342,4.5,-0.51,-4.5,-4.5,55.93,-53.85,-23.41,-85.99,-72.12,-35.44,74.07,-37.21,11.45,-75.48,23.66,39.64,-14.87,29.03,-14.16,-14.87,29.03,-14.16
908,-1382,4.61,-0.36,-4.61,-4.61,57.88,-54.14,-22.57,-86.83,-68.62,-40.54,73.52,-36.59,6.55,-74.62,20.71,44.32,-15.09,29.46,-14.37,-15.09,29.45,-14.37
909,-1396,4.72,-0.22,-4.72,-4.72,59.97,-54.36,-21.69,-87.75,-64.34,-45.54,72.92,-36.12,1.44,-73.82,17.46,48.49,-15.17,29.61,-14.44,-15.17,29.61,-14.44
910,-1401,4.83,-0.08,-4.83,-4.83,62.17,-54.53,-20.78,-88.71,-59.34,-50.38,72.27,-35.83,-3.75,-73.07,13.97,52.08,-15.19,29.66,-14.47,-15.19,29.66,-14.47
911,-1416,4.93,0.06,-4.93,-4.93,64.46,-54.66,-19.85,-89.7,-53.72,-55.02,71.56,-35.73,-8.87,-72.38,10.28,55.03,-15.28,29.82,-14.55,-15.27,29.82,-14.55
912,-1457,5.03,0.19,-5.03,-5.03,66.8,-54.73,-18.9,-90.69,-47.56,-59.43,70.55,-35.86,-13.77,-71.76,6.44,57.28,-15.49,30.25,-14.76,-15.49,30.25,-14.75
913,-1508,5.12,0.31,-5.12,-5.12,69.17,-54.78,-17.93,-91.66,-40.97,-63.55,69.04,-36.21,-18.32,-71.21,2.48,58.76,-15.77,30.78,-15.02,-15.77,30.78,-15.01
914,-1548,5.21,0.43,-5.21,-5.21,71.54,-54.79,-16.96,-92.59,-34.02,-67.36,67.15,-36.78,-22.36,-70.75,-1.54,59.42,-15.98,31.2,-15.22,-15.98,31.19,-15.22
915,-1571,5.29,0.54,-5.29,-5.29,73.88,-54.67,-15.99,-93.45,-26.8,-70.79,64.96,-37.52,-25.75,-70.38,-5.59,59.19,-16.1,31.42,-15.33,-16.09,31.42,-15.33
916,-1582,5.37,0.64,-5.37,-5.37,76.17,-54.33,-15.02,-94.21,-19.4,-73.81,62.58,-38.42,-28.35,-70.1,-9.61,58.19,-16.15,31.53,-15.38,-16.15,31.53,-15.38
917,-1582,5.44,0.73,-5.44,-5.44,78.37,-53.81,-14.06,-94.86,-11.92,-76.38,60.11,-39.45,-30.01,-69.93,-13.57,56.62,-16.15,31.53,-15.38,-16.15,31.53,-15.38
918,-1572,5.5,0.81,-5.5,-5.5,80.46,-53.12,-13.12,-95.44,-4.43,-78.46,57.65,-40.59,-30.6,-69.88,-17.41,54.51,-16.1,31.43,-15.33,-16.1,31.43,-15.33
919,-1551,5.56,0.87,-5.56,-5.56,82.41,-52.3,-12.21,-96.02,2.96,-79.99,55.29,-41.82,-30.55,-70.07,-21.1,51.91,-15.99,31.22,-15.23,-15.99,31.22,-15.23
920,-1513,5.61,0.93,-5.61,-5.61,84.19,-51.36,-11.32,-96.58,10.18,-80.95,53.14,-43.1,-30.39,-70.6,-24.59,48.86,-15.8,30.84,-15.04,-15.79,30.83,-15.04
921,-1452,5.65,0.97,-5.65,-5.65,85.78,-50.35,-10.46,-97.13,17.13,-81.27,51.3,-44.41,-30.15,-71.44,-27.84,45.41,-15.47,30.21,-14.73,-15.47,30.2,-14.73
922,-1375,5.69,0.99,-5.69,-5.69,87.13,-49.29,-9.65,-97.65,23.73,-80.8,49.85,-45.72,-29.81,-72.51,-30.8,41.6,-15.05,29.39,-14.34,-15.05,29.38,-14.33
923,-1297,5.72,1,-5.72,-5.72,88.24,-48.21,-8.88,-98.14,29.88,-79.43,48.92,-47.02,-29.38,-73.78,-33.42,37.47,-14.62,28.54,-13.92,-14.62,28.54,-13.92
924,-1213,5.74,0.97,-5.74,-5.74,89.06,-47.12,-8.17,-98.59,35.5,-77.21,48.58,-48.28,-28.88,-75.19,-35.67,33.06,-14.13,27.59,-13.46,-14.13,27.59,-13.46
925,-1129,5.75,0.9,-5.75,-5.75,89.58,-46.07,-7.51,-98.99,40.5,-74.22,48.75,-49.47,-28.3,-76.69,-37.49,28.41,-13.63,26.61,-12.98,-13.63,26.61,-12.98
926,-1078,5.76,0.79,-5.76,-5.76,89.76,-45.08,-6.92,-99.33,44.79,-70.51,49.25,-50.57,-27.66,-78.23,-38.85,23.58,-13.32,26,-12.69,-13.31,26,-12.68
927,-1079,5.76,0.64,-5.76,-5.76,89.62,-44.18,-6.4,-99.61,48.28,-66.15,50.04,-51.55,-26.96,-79.76,-39.7,18.6,-13.32,26.01,-12.69,-13.32,26.01,-12.69
928,-1113,5.76,0.46,-5.76,-5.76,89.18,-43.38,-5.95,-99.82,50.88,-61.2,51.1,-52.39,-26.2,-81.23,-39.99,13.51,-13.53,26.43,-12.89,-13.53,26.42,-12.89
929,-1160,5.76,0.24,-5.76,-5.76,88.39,-42.74,-5.58,-99.95,52.51,-55.72,52.4,-53.06,-25.38,-82.58,-39.72,8.36,-13.82,26.98,-13.16,-13.82,26.98,-13.16
930,-1221,5.76,0,-5.76,-5.76,87.2,-42.26,-5.31,-100,53.07,-49.77,53.92,-53.57,-24.53,-83.76,-38.92,3.19,-14.18,27.68,-13.5,-14.18,27.68,-13.5
931,-1294,5.75,-0.26,-5.75,-5.75,85.78,-41.92,-5.08,-100,52.63,-43.41,55.63,-53.97,-23.63,-84.86,-37.64,-1.96,-14.6,28.5,-13.91,-14.6,28.5,-13.9
932,-1356,5.75,-0.54,-5.75,-5.75,84.31,-41.67,-4.88,-100,51.36,-36.72,57.5,-54.27,-22.71,-85.98,-35.92,-7.04,-14.95,29.19,-14.24,-14.95,29.18,-14.24
933,-1398,5.75,-0.84,-5.75,-5.75,82.8,-41.51,-4.69,-100,49.32,-29.74,59.5,-54.49,-21.75,-87.11,-33.78,-12.01,-15.18,29.63,-14.45,-15.17,29.63,-14.45
934,-1428,5.75,-1.15,-5.75,-5.75,81.25,-41.43,-4.53,-99.99,46.58,-22.55,61.61,-54.64,-20.77,-88.23,-31.27,-16.83,-15.34,29.95,-14.61,-15.34,29.95,-14.61
935,-1453,5.75,-1.47,-5.75,-5.75,79.66,-41.41,-4.38,-99.99,43.21,-15.2,63.8,-54.72,-19.78,-89.33,-28.43,-21.46,-15.47,30.21,-14.74,-15.47,30.21,-14.73
936,-1473,5.75,-1.79,-5.75,-5.75,78.06,-41.46,-4.26,-99.98,39.27,-7.76,66.05,-54.77,-18.77,-90.4,-25.28,-25.84,-15.58,30.43,-14.84,-15.58,30.42,-14.84
937,-1488,5.74,-2.11,-5.74,-5.74,76.43,-41.56,-4.17,-99.97,34.82,-0.28,68.32,-54.79,-17.76,-91.43,-21.87,-29.95,-15.66,30.58,-14.92,-15.66,30.58,-14.92
938,-1498,5.74,-2.43,-5.74,-5.74,74.79,-41.72,-4.1,-99.95,29.94,7.16,70.6,-54.79,-16.75,-92.41,-18.24,-33.74,-15.72,30.69,-14.97,-15.72,30.68,-14.97
939,-1507,5.73,-2.74,-5.73,-5.73,73.14,-41.91,-4.05,-99.93,24.69,14.51,72.84,-54.68,-15.75,-93.31,-14.42,-37.16,-15.76,30.78,-15.01,-15.76,30.77,-15.01
940,-1517,5.73,-3.04,-5.73,-5.73,71.5,-42.13,-4.03,-99.91,19.14,21.7,75.04,-54.39,-14.76,-94.13,-10.45,-40.17,-15.81,30.87,-15.06,-15.81,30.87,-15.06
941,-1525,5.72,-3.32,-5.72,-5.72,69.86,-42.39,-4.04,-99.88,13.35,28.67,77.15,-53.92,-13.79,-94.86,-6.37,-42.73,-15.86,30.96,-15.1,-15.86,30.95,-15.1
942,-1530,5.72,-3.59,-5.72,-5.72,68.23,-42.66,-4.08,-99.84,7.39,35.37,79.15,-53.3,-12.84,-95.52,-2.21,-44.79,-15.88,31.01,-15.13,-15.88,31.01,-15.12
943,-1530,5.71,-3.83,-5.71,-5.71,66.62,-42.94,-4.16,-99.79,1.32,41.72,81.02,-52.56,-11.91,-96.15,1.99,-46.32,-15.88,31.01,-15.13,-15.88,31,-15.12
944,-1523,5.7,-4.04,-5.7,-5.7,65.04,-43.23,-4.26,-99.74,-4.79,47.67,82.73,-51.71,-11.03,-96.75,6.2,-47.27,-15.84,30.93,-15.09,-15.84,30.93,-15.09
945,-1501,5.69,-4.23,-5.69,-5.69,63.49,-43.55,-4.4,-99.68,-10.87,53.15,84.25,-50.77,-10.18,-97.32,10.37,-47.6,-15.73,30.71,-14.98,-15.73,30.7,-14.98
946,-1458,5.68,-4.38,-5.68,-5.68,61.98,-43.91,-4.57,-99.62,-16.86,58.11,85.55,-49.78,-9.38,-97.84,14.46,-47.38,-15.5,30.26,-14.76,-15.5,30.26,-14.76
947,-1395,5.66,-4.49,-5.66,-5.66,60.51,-44.32,-4.78,-99.54,-22.69,62.47,86.61,-48.75,-8.63,-98.31,18.45,-46.76,-15.16,29.6,-14.44,-15.16,29.59,-14.44
948,-1296,5.65,-4.56,-5.65,-5.65,59.09,-44.76,-5.02,-99.45,-28.29,66.18,87.4,-47.7,-7.94,-98.73,22.29,-45.74,-14.61,28.52,-13.91,-14.61,28.52,-13.91
949,-1177,5.64,-4.58,-5.64,-5.64,57.73,-45.23,-5.31,-99.36,-33.6,69.17,87.89,-46.65,-7.31,-99.1,25.95,-44.35,-13.92,27.17,-13.26,-13.91,27.17,-13.25
950,-1081,5.62,-4.57,-5.62,-5.62,56.37,-45.72,-5.76,-99.25,-38.56,71.38,88.06,-45.63,-6.75,-99.42,29.39,-42.61,-13.34,26.04,-12.71,-13.34,26.04,-12.7
951,-1024,5.6,-4.53,-5.6,-5.6,54.99,-46.23,-6.48,-99.13,-43.09,72.76,88.01,-44.66,-6.26,-99.67,32.58,-40.54,-12.98,25.34,-12.36,-12.98,25.34,-12.36
952,-991,5.58,-4.47,-5.58,-5.58,53.6,-46.76,-7.46,-99,-47.13,73.23,87.84,-43.76,-5.86,-99.85,35.47,-38.17,-12.76,24.93,-12.16,-12.76,24.92,-12.16
953,-983,5.56,-4.39,-5.56,-5.56,52.22,-47.3,-8.67,-98.86,-50.61,72.88,87.58,-42.95,-5.54,-99.96,38.02,-35.51,-12.71,24.82,-12.11,-12.71,24.82,-12.11
954,-1006,5.54,-4.29,-5.54,-5.54,50.89,-47.83,-10.07,-98.71,-53.48,71.87,87.21,-42.26,-5.31,-100,40.21,-32.58,-12.86,25.11,-12.25,-12.86,25.11,-12.25
955,-1054,5.5,-4.17,-5.5,-5.5,49.62,-48.37,-11.64,-98.54,-55.65,70.23,86.74,-41.68,-5.16,-99.92,42.08,-29.41,-13.16,25.7,-12.54,-13.16,25.7,-12.54
956,-1109,5.43,-4.04,-5.43,-5.43,48.44,-48.89,-13.37,-98.36,-57.43,68.01,86.19,-41.21,-5.07,-99.67,43.72,-26.02,-13.51,26.38,-12.87,-13.51,26.37,-12.87
957,-1166,5.34,-3.89,-5.34,-5.34,47.38,-49.4,-15.21,-98.16,-59.15,65.25,85.54,-40.83,-5.02,-99.27,45.14,-22.43,-13.85,27.05,-13.2,-13.85,27.05,-13.19
958,-1228,5.23,-3.74,-5.23,-5.23,46.45,-49.89,-17.14,-97.95,-60.81,61.98,84.82,-40.52,-5.01,-98.72,46.36,-18.66,-14.22,27.76,-13.54,-14.22,27.76,-13.54
959,-1291,5.08,-3.57,-5.08,-5.08,45.69,-50.35,-19.14,-97.72,-62.42,58.26,84.01,-40.26,-5.03,-98.02,47.39,-14.73,-14.58,28.47,-13.89,-14.58,28.47,-13.89
960,-1354,4.92,-3.4,-4.92,-4.92,45.12,-50.78,-21.18,-97.47,-63.97,54.11,83.13,-40.05,-5.05,-97.18,48.25,-10.66,-14.94,29.16,-14.23,-14.93,29.16,-14.22
961,-1414,4.74,-3.23,-4.74,-4.74,44.75,-51.18,-23.23,-97.21,-65.47,49.58,82.18,-39.86,-5.07,-96.21,48.95,-6.47,-15.26,29.8,-14.54,-15.26,29.8,-14.54
962,-1467,4.53,-3.05,-4.53,-4.53,44.63,-51.53,-25.27,-96.93,-66.91,44.72,81.17,-39.69,-5.08,-95.11,49.52,-2.19,-15.55,30.36,-14.81,-15.55,30.36,-14.81
963,-1504,4.31,-2.87,-4.31,-4.31,44.71,-51.82,-27.27,-96.64,-68.3,39.56,80.09,-39.52,-5.12,-93.84,49.95,2.16,-15.75,30.75,-15,-15.75,30.74,-15
964,-1528,4.07,-2.69,-4.07,-4.07,44.97,-52.06,-29.21,-96.3,-69.64,34.14,78.95,-39.38,-5.23,-92.37,50.28,6.57,-15.87,30.99,-15.12,-15.87,30.99,-15.12
965,-1556,3.81,-2.51,-3.81,-3.81,45.37,-52.23,-31.06,-95.89,-70.93,28.5,77.77,-39.26,-5.41,-90.73,50.52,11.01,-16.02,31.27,-15.25,-16.02,31.27,-15.25
966,-1594,3.54,-2.34,-3.54,-3.54,45.91,-52.35,-32.78,-95.42,-72.16,22.69,76.53,-39.16,-5.63,-88.96,50.68,15.46,-16.22,31.66,-15.44,-16.21,31.66,-15.44
967,-1637,3.26,-2.17,-3.26,-3.26,46.58,-52.42,-34.36,-94.88,-73.35,16.75,75.25,-39.07,-5.91,-87.11,50.77,19.9,-16.43,32.08,-15.65,-16.43,32.08,-15.65
968,-1677,2.97,-2.02,-2.97,-2.97,47.37,-52.43,-35.78,-94.29,-74.48,10.71,73.92,-39,-6.22,-85.22,50.82,24.31,-16.64,32.48,-15.84,-16.64,32.48,-15.84
969,-1711,2.66,-1.87,-2.66,-2.66,48.26,-52.39,-36.99,-93.63,-75.57,4.63,72.57,-38.93,-6.56,-83.32,50.84,28.66,-16.81,32.81,-16,-16.81,32.81,-16
970,-1744,2.35,-1.74,-2.35,-2.35,49.25,-52.3,-37.98,-92.92,-76.61,-1.47,71.18,-38.88,-6.91,-81.45,50.84,32.94,-16.97,33.12,-16.15,-16.97,33.12,-16.15
971,-1786,2.02,-1.62,-2.02,-2.02,50.31,-52.16,-38.72,-92.16,-77.6,-7.54,69.76,-38.83,-7.29,-79.6,50.53,37.13,-17.18,33.53,-16.35,-17.17,33.52,-16.35
972,-1849,1.7,-1.52,-1.7,-1.7,51.44,-51.98,-39.18,-91.35,-78.55,-13.54,68.32,-38.78,-7.68,-77.72,49.62,41.2,-17.48,34.12,-16.64,-17.48,34.11,-16.64
973,-1922,1.36,-1.44,-1.36,-1.36,52.62,-51.75,-39.34,-90.5,-79.45,-19.43,66.85,-38.74,-8.09,-75.83,48.15,45.13,-17.82,34.79,-16.97,-17.82,34.78,-16.96
974,-1986,1.03,-1.38,-1.03,-1.03,53.85,-51.48,-39.34,-89.6,-80.3,-25.16,65.38,-38.7,-8.52,-73.92,46.15,48.9,-18.12,35.37,-17.25,-18.12,35.36,-17.25
975,-2029,0.69,-1.34,-0.69,-0.69,55.11,-51.17,-39.33,-88.65,-81.12,-30.7,63.89,-38.65,-8.96,-71.99,43.67,52.49,-18.32,35.75,-17.43,-18.31,35.75,-17.43
976,-2063,0.35,-1.33,-0.35,-0.35,56.38,-50.82,-39.3,-87.67,-81.89,-36.01,62.4,-38.6,-9.41,-70.06,40.75,55.89,-18.47,36.05,-17.58,-18.47,36.05,-17.58
977,-2103,0.01,-1.35,-0.01,-0.01,57.66,-50.44,-39.26,-86.65,-82.61,-41.04,60.91,-38.55,-9.87,-68.12,37.42,59.05,-18.65,36.4,-17.75,-18.65,36.4,-17.75
978,-2159,-0.32,-1.4,0.32,0.32,58.94,-50.02,-39.2,-85.59,-83.3,-45.75,59.41,-38.48,-10.33,-66.18,33.72,61.98,-18.9,36.89,-17.99,-18.9,36.89,-17.99
979,-2221,-0.66,-1.47,0.66,0.66,60.19,-49.57,-39.12,-84.5,-83.95,-50.11,57.93,-38.41,-10.79,-64.23,29.69,64.64,-19.17,37.42,-18.25,-19.17,37.42,-18.25
980,-2277,-0.99,-1.57,0.99,0.99,61.42,-49.08,-39.02,-83.39,-84.55,-54.07,56.45,-38.32,-11.26,-62.3,25.37,67.01,-19.41,37.89,-18.48,-19.41,37.89,-18.47
981,-2320,-1.31,-1.69,1.31,1.31,62.61,-48.57,-38.89,-82.24,-85.12,-57.59,54.99,-38.21,-11.72,-60.36,20.8,69.08,-19.6,38.25,-18.65,-19.6,38.25,-18.65
982,-2356,-1.63,-1.84,1.63,1.63,63.73,-48.03,-38.73,-81.08,-85.65,-60.63,53.55,-38.09,-12.18,-58.44,16.02,70.82,-19.75,38.55,-18.8,-19.75,38.55,-18.8
983,-2393,-1.93,-2,1.93,1.93,64.8,-47.47,-38.54,-79.89,-86.14,-63.15,52.13,-37.95,-12.63,-56.53,11.07,72.21,-19.91,38.85,-18.95,-19.91,38.85,-18.94
984,-2434,-2.23,-2.17,2.23,2.23,65.78,-46.88,-38.32,-78.68,-86.59,-65.11,50.74,-37.78,-13.07,-54.64,5.98,73.23,-20.08,39.19,-19.11,-20.08,39.18,-19.11
985,-2475,-2.52,-2.35,2.52,2.52,66.67,-46.27,-38.06,-77.45,-87.01,-66.46,49.38,-37.6,-13.51,-52.75,0.79,73.94,-20.25,39.52,-19.27,-20.25,39.52,-19.27
986,-2513,-2.79,-2.54,2.79,2.79,67.46,-45.64,-37.76,-76.21,-87.4,-67.48,48.06,-37.38,-13.97,-50.85,-4.46,74.46,-20.41,39.83,-19.42,-20.41,39.82,-19.42
987,-2544,-3.05,-2.74,3.05,3.05,68.13,-45,-37.41,-74.96,-87.75,-68.46,46.78,-37.14,-14.45,-48.95,-9.72,74.8,-20.54,40.07,-19.54,-20.53,40.07,-19.54
988,-2572,-3.29,-2.94,3.29,3.29,68.67,-44.33,-37.02,-73.7,-88.06,-69.39,45.54,-36.86,-14.95,-47.1,-14.97,75.01,-20.65,40.3,-19.65,-20.65,40.29,-19.64
989,-2606,-3.52,-3.14,3.52,3.52,69.08,-43.66,-36.58,-72.43,-88.34,-70.29,44.35,-36.56,-15.45,-45.29,-20.16,75.11,-20.79,40.56,-19.78,-20.79,40.56,-19.78
990,-2653,-3.73,-3.34,3.73,3.73,69.33,-42.97,-36.09,-71.16,-88.6,-71.15,43.22,-36.22,-15.97,-43.56,-25.25,75.15,-20.98,40.93,-19.96,-20.98,40.93,-19.96
991,-2706,-3.92,-3.53,3.92,3.92,69.42,-42.27,-35.55,-69.89,-88.82,-71.97,42.14,-35.84,-16.5,-41.93,-30.2,75.16,-21.19,41.35,-20.16,-21.19,41.35,-20.16
992,-2754,-4.08,-3.71,4.08,4.08,69.41,-41.56,-34.94,-68.62,-89.01,-72.75,41.12,-35.41,-17.04,-40.26,-34.99,75.15,-21.38,41.72,-20.34,-21.38,41.72,-20.34
993,-2794,-4.23,-3.88,4.23,4.23,69.41,-40.84,-34.27,-67.36,-89.17,-73.49,40.17,-34.95,-17.59,-38.45,-39.55,75.13,-21.53,42.02,-20.48,-21.53,42.02,-20.48
994,-2827,-4.35,-4.04,4.35,4.35,69.39,-40.12,-33.54,-66.09,-89.3,-74.21,39.29,-34.43,-18.15,-36.56,-43.87,75.05,-21.67,42.28,-20.61,-21.66,42.27,-20.61
995,-2853,-4.45,-4.17,4.45,4.45,69.36,-39.4,-32.76,-64.84,-89.4,-74.88,38.49,-33.88,-18.71,-34.63,-47.9,74.9,-21.77,42.47,-20.7,-21.77,42.47,-20.7
996,-2871,-4.52,-4.29,4.52,4.52,69.31,-38.68,-31.93,-63.6,-89.48,-75.52,37.76,-33.28,-19.28,-32.73,-51.6,74.66,-21.84,42.61,-20.77,-21.84,42.6,-20.77
997,-2882,-4.57,-4.39,4.57,4.57,69.23,-37.95,-31.06,-62.38,-89.53,-76.13,37.12,-32.65,-19.85,-30.91,-54.93,74.29,-21.88,42.69,-20.81,-21.87,42.68,-20.81
998,-2882,-4.58,-4.47,4.58,4.58,69.13,-37.23,-30.16,-61.17,-89.56,-76.71,36.56,-31.98,-20.43,-29.21,-57.85,73.78,-21.88,42.69,-20.81,-21.88,42.69,-20.81
999,-2877,-4.58,-4.55,4.58,4.58,68.99,-36.52,-29.23,-59.98,-89.56,-77.25,36.1,-31.28,-21.01,-27.71,-60.33,73.1,-21.86,42.65,-20.79,-21.86,42.64,-20.79
1000,-2869,-4.58,-4.62,4.58,4.58,68.81,-35.81,-28.28,-58.81,-89.53,-77.77,35.73,-30.55,-21.58,-26.44,-62.33,72.23,-21.83,42.59,-20.76,-21.82,42.58,-20.76
1001,-2858,-4.57,-4.7,4.57,4.57,68.58,-35.1,-27.31,-57.66,-89.49,-78.26,35.46,-29.78,-22.16,-25.47,-63.8,71.13,-21.79,42.51,-20.72,-21.78,42.5,-20.72
1002,-2845,-4.56,-4.77,4.56,4.56,68.31,-34.41,-26.33,-56.55,-89.42,-78.71,35.3,-29,-22.73,-24.84,-64.71,69.8,-21.73,42.41,-20.67,-21.73,42.41,-20.67
1003,-2829,-4.55,-4.85,4.55,4.55,67.97,-33.73,-25.34,-55.46,-89.33,-79.14,35.24,-28.18,-23.3,-24.62,-65.03,68.21,-21.67,42.29,-20.62,-21.67,42.29,-20.62
1004,-2811,-4.54,-4.92,4.54,4.54,67.58,-33.06,-24.36,-54.4,-89.22,-79.55,35.26,-27.35,-23.86,-24.67,-65.02,66.32,-21.6,42.15,-20.55,-21.6,42.15,-20.55
1005,-2789,-4.52,-4.98,4.52,4.52,67.13,-32.41,-23.38,-53.38,-89.08,-79.92,35.33,-26.49,-24.42,-24.8,-65,64.12,-21.52,41.99,-20.47,-21.52,41.98,-20.47
1006,-2764,-4.5,-5.05,4.5,4.5,66.6,-31.78,-22.41,-52.39,-88.87,-80.28,35.45,-25.62,-24.96,-25.01,-64.94,61.04,-21.42,41.79,-20.37,-21.42,41.79,-20.37
1007,-2736,-4.48,-5.11,4.48,4.48,66.01,-31.16,-21.47,-51.45,-88.5,-80.6,35.62,-24.73,-25.5,-25.29,-64.81,56.67,-21.31,41.58,-20.27,-21.31,41.58,-20.27
1008,-2706,-4.46,-5.18,4.46,4.46,65.38,-30.57,-20.55,-50.54,-88.01,-80.91,35.85,-23.83,-26.03,-25.64,-64.61,51.19,-21.19,41.35,-20.16,-21.19,41.35,-20.16
1009,-2677,-4.44,-5.24,4.44,4.44,64.71,-30,-19.65,-49.68,-87.4,-81.19,36.15,-22.92,-26.55,-26.05,-64.3,44.77,-21.07,41.12,-20.05,-21.07,41.11,-20.04
1010,-2648,-4.41,-5.29,4.41,4.41,64,-29.45,-18.8,-48.87,-86.69,-81.45,36.5,-22,-27.06,-26.5,-63.88,37.61,-20.96,40.89,-19.94,-20.95,40.89,-19.93
