'Frame (30fps)', 'hips' (mm), 'neck', 'head', 'eye_R', 'eye_L', 'clavicle_R', 'shoulder_R', 'upperArm_R', 'elbow_R', 'lowerArm_R', 'hand_R', 'clavicle_L', 'shoulder_L', 'upperArm_L', 'elbow_L', 'lowerArm_L', 'hand_L', 'upperLeg_R', 'knee_R', 'ankle_R', 'upperLeg_L', 'knee_L', 'ankle_L', 'toes_r', 'toes_l', 'fingers_r_Ctrl', 'fingers_l_Ctrl'
914,-15,5.21,0.43,-5.21,-5.21,71.54,-54.79,-16.96,-92.59,-27.64,-51.54,67.15,-39.24,-4.94,-70.75,13.23,44.75,-17.3,31.08,-13.78,-12.53,31.8,-19.26,-43.19,-38.67,0,69.2
915,-16,5.29,0.54,-5.29,-5.29,73.88,-54.67,-15.99,-93.45,-22.33,-52.65,64.96,-39.71,-6.54,-70.38,11.74,44.4,-17.41,31.3,-13.89,-13.59,33.49,-19.9,-43.09,-39.44,0,80.17
916,-16,5.37,0.64,-5.37,-5.37,76.17,-54.33,-15.02,-94.21,-16.89,-53.61,62.58,-40.29,-8.12,-70.1,10.23,43.5,-17.47,31.41,-13.94,-14.67,35.14,-20.47,-43.01,-40.18,0,88.76
917,-16,5.44,0.73,-5.44,-5.44,78.37,-53.81,-14.06,-94.86,-11.38,-54.43,60.11,-40.96,-9.66,-69.93,8.71,42.23,-17.47,31.41,-13.94,-15.65,36.51,-20.86,-42.97,-40.9,0,94.67
918,-16,5.5,0.81,-5.5,-5.5,80.46,-53.12,-13.12,-95.44,-5.87,-55.08,57.65,-41.71,-11.14,-69.88,7.18,40.61,-17.42,31.31,-13.89,-16.41,37.42,-21.01,-42.95,-41.57,0,98.07
919,-16,5.56,0.87,-5.56,-5.56,82.41,-52.3,-12.21,-96.02,-0.43,-55.55,55.29,-42.53,-12.55,-70.07,5.65,38.67,-17.31,31.1,-13.79,-16.84,37.66,-20.82,-42.96,-42.21,0,99.57
920,-15,5.61,0.93,-5.61,-5.61,84.19,-51.36,-11.32,-96.58,4.88,-55.85,53.14,-43.41,-13.87,-70.6,4.14,36.43,-17.11,30.71,-13.6,-16.92,37.25,-20.33,-43,-42.79,0,99.97
921,-15,5.65,0.97,-5.65,-5.65,85.78,-50.35,-10.46,-97.13,9.99,-55.95,51.3,-44.32,-15.07,-71.44,2.65,33.94,-16.78,30.08,-13.3,-16.73,36.37,-19.64,-43.05,-43.32,0,100
922,-14,5.69,0.99,-5.69,-5.69,87.13,-49.29,-9.65,-97.65,14.85,-55.76,49.85,-45.27,-16.13,-72.51,1.2,31.2,-16.36,29.26,-12.9,-16.32,35.16,-18.84,-43.12,-43.78,0,100
923,-13,5.72,1,-5.72,-5.72,88.24,-48.21,-8.88,-98.14,19.37,-55.22,48.92,-46.24,-17.05,-73.78,-0.2,28.27,-15.92,28.41,-12.49,-15.79,33.87,-18.08,-43.2,-44.18,0,100
924,-12,5.74,0.97,-5.74,-5.74,89.06,-47.12,-8.17,-98.59,23.51,-54.34,48.58,-47.21,-17.8,-75.19,-1.55,25.15,-15.43,27.46,-12.03,-15.18,32.57,-17.39,-43.3,-44.5,0,100
925,-11,5.75,0.9,-5.75,-5.75,89.58,-46.07,-7.51,-98.99,27.19,-53.15,48.75,-48.17,-18.35,-76.69,-2.84,21.89,-14.92,26.47,-11.55,-14.51,31.28,-16.76,-43.41,-44.73,0,100
926,-11,5.76,0.79,-5.76,-5.76,89.76,-45.08,-6.92,-99.33,30.35,-51.68,49.25,-49.11,-18.7,-78.23,-4.05,18.5,-14.61,25.86,-11.25,-13.96,30.23,-16.27,-43.54,-44.88,0,100
927,-11,5.76,0.64,-5.76,-5.76,89.62,-44.18,-6.4,-99.61,32.91,-49.96,50.04,-50.02,-18.82,-79.76,-5.17,15.03,-14.61,25.87,-11.26,-13.65,29.68,-16.02,-43.67,-44.93,0.03,100
928,-11,5.76,0.46,-5.76,-5.76,89.18,-43.38,-5.95,-99.82,34.83,-47.99,51.1,-50.88,-18.77,-81.23,-6.21,11.49,-14.83,26.28,-11.46,-13.51,29.46,-15.95,-43.82,-44.92,0.43,99.77
929,-12,5.76,0.24,-5.76,-5.76,88.39,-42.74,-5.58,-99.95,36.03,-45.82,52.4,-51.68,-18.63,-82.58,-7.13,7.92,-15.11,26.84,-11.73,-13.42,29.38,-15.95,-43.97,-44.92,1.93,96.98
930,-12,5.76,0,-5.76,-5.76,87.2,-42.26,-5.31,-100,36.44,-43.46,53.92,-52.41,-18.41,-83.76,-7.94,4.34,-15.48,27.55,-12.07,-13.43,29.47,-16.04,-44.13,-44.9,5.33,88.02
931,-13,5.75,-0.26,-5.75,-5.75,85.78,-41.92,-5.08,-100,36.08,-40.95,55.63,-53.06,-18.11,-84.86,-8.63,0.78,-15.9,28.37,-12.47,-13.52,29.73,-16.21,-44.29,-44.88,11.24,71.55
932,-14,5.75,-0.54,-5.75,-5.75,84.31,-41.67,-4.88,-100,35.03,-38.29,57.5,-53.59,-17.74,-85.98,-9.18,-2.72,-16.26,29.06,-12.8,-13.58,29.92,-16.35,-44.46,-44.86,19.83,50
933,-14,5.75,-0.84,-5.75,-5.75,82.8,-41.51,-4.69,-100,33.35,-35.53,59.5,-54.01,-17.3,-87.11,-9.58,-6.14,-16.49,29.5,-13.02,-13.56,29.97,-16.41,-44.62,-44.83,30.8,28.45
934,-14,5.75,-1.15,-5.75,-5.75,81.25,-41.43,-4.53,-99.99,31.09,-32.68,61.61,-54.33,-16.81,-88.23,-9.84,-9.45,-16.65,29.82,-13.17,-13.55,29.99,-16.44,-44.79,-44.79,43.41,11.98
935,-15,5.75,-1.47,-5.75,-5.75,79.66,-41.41,-4.38,-99.99,28.31,-29.77,63.8,-54.55,-16.27,-89.33,-9.92,-12.63,-16.79,30.09,-13.3,-13.56,30.06,-16.5,-44.96,-44.75,56.59,3.02
936,-15,5.75,-1.79,-5.75,-5.75,78.06,-41.46,-4.26,-99.98,25.05,-26.82,66.05,-54.69,-15.68,-90.4,-9.78,-15.64,-16.9,30.3,-13.4,-13.63,30.21,-16.58,-45.12,-44.71,69.2,0.23
937,-15,5.74,-2.11,-5.74,-5.74,76.43,-41.56,-4.17,-99.97,21.38,-23.86,68.32,-54.77,-15.06,-91.43,-9.35,-18.45,-16.98,30.46,-13.48,-13.71,30.36,-16.65,-45.28,-44.66,80.17,0
938,-15,5.74,-2.43,-5.74,-5.74,74.79,-41.72,-4.1,-99.95,17.33,-20.91,70.6,-54.79,-14.4,-92.41,-8.66,-21.04,-17.13,30.77,-13.64,-13.76,30.47,-16.7,-45.43,-44.61,88.76,0
939,-15,5.73,-2.74,-5.73,-5.73,73.14,-41.91,-4.05,-99.93,12.98,-18,72.84,-54.68,-13.72,-93.31,-7.72,-23.38,-17.44,31.4,-13.96,-13.81,30.56,-16.75,-45.57,-44.56,94.67,0
940,-15,5.73,-3.04,-5.73,-5.73,71.5,-42.13,-4.03,-99.91,8.36,-15.15,75.04,-54.39,-13.03,-94.13,-6.56,-25.44,-17.83,32.21,-14.38,-13.86,30.66,-16.8,-45.71,-44.5,98.07,0
941,-15,5.72,-3.32,-5.72,-5.72,69.86,-42.39,-4.04,-99.88,3.54,-12.38,77.15,-53.92,-12.32,-94.86,-5.18,-27.18,-18.23,33.05,-14.82,-13.9,30.74,-16.84,-45.83,-44.43,99.57,0
942,-15,5.72,-3.59,-5.72,-5.72,68.23,-42.66,-4.08,-99.84,-1.43,-9.73,79.15,-53.3,-11.62,-95.52,-3.6,-28.59,-18.56,33.78,-15.22,-13.93,30.79,-16.86,-45.95,-44.37,99.97,0
943,-15,5.71,-3.83,-5.71,-5.71,66.62,-42.94,-4.16,-99.79,-6.5,-7.21,81.02,-52.56,-10.91,-96.15,-1.85,-29.64,-18.77,34.27,-15.5,-13.93,30.79,-16.86,-46.05,-44.3,100,0
944,-15,5.7,-4.04,-5.7,-5.7,65.04,-43.23,-4.26,-99.74,-11.62,-4.86,82.73,-51.71,-10.22,-96.75,0.07,-30.28,-18.78,34.4,-15.62,-13.89,30.72,-16.83,-46.13,-44.22,100,0
945,-15,5.69,-4.23,-5.69,-5.69,63.49,-43.55,-4.4,-99.68,-16.73,-2.68,84.25,-50.77,-9.54,-97.32,2.13,-30.5,-18.61,34.18,-15.56,-13.78,30.49,-16.72,-46.2,-44.15,100,0
946,-15,5.68,-4.38,-5.68,-5.68,61.98,-43.91,-4.57,-99.62,-21.77,-0.72,85.55,-49.78,-8.88,-97.84,4.31,-30.35,-18.31,33.71,-15.4,-13.55,30.04,-16.5,-46.25,-44.07,100,0
947,-14,5.66,-4.49,-5.66,-5.66,60.51,-44.32,-4.78,-99.54,-26.71,1.01,86.61,-48.75,-8.26,-98.31,6.61,-29.88,-17.88,33.01,-15.12,-13.21,29.37,-16.17,-46.28,-43.99,100,0
948,-13,5.65,-4.56,-5.65,-5.65,59.09,-44.76,-5.02,-99.45,-31.47,2.48,87.4,-47.7,-7.67,-98.73,9,-29.13,-17.24,31.9,-14.66,-12.66,28.29,-15.63,-46.29,-43.91,100,0
949,-12,5.64,-4.58,-5.64,-5.64,57.73,-45.23,-5.31,-99.36,-36.02,3.66,87.89,-46.65,-7.13,-99.1,11.47,-28.11,-16.45,30.5,-14.05,-11.97,26.93,-14.97,-46.26,-43.82,100,0
950,-11,5.62,-4.57,-5.62,-5.62,56.37,-45.72,-5.76,-99.25,-40.29,4.54,88.06,-45.63,-6.64,-99.42,14,-26.82,-15.74,29.27,-13.53,-11.39,25.79,-14.41,-46.17,-43.74,100,0
951,-10,5.6,-4.53,-5.6,-5.6,54.99,-46.23,-6.48,-99.13,-44.23,5.08,88.01,-44.66,-6.2,-99.67,16.56,-25.29,-15.21,28.39,-13.18,-11.03,25.08,-14.06,-46.02,-43.65,100,0
952,-10,5.58,-4.47,-5.58,-5.58,53.6,-46.76,-7.46,-99,-47.79,5.27,87.84,-43.76,-5.83,-99.85,19.16,-23.54,-14.8,27.73,-12.94,-10.81,24.66,-13.85,-45.81,-43.56,100,0
953,-10,5.56,-4.39,-5.56,-5.56,52.22,-47.3,-8.67,-98.86,-50.92,5.21,87.58,-42.95,-5.53,-99.96,21.76,-21.57,-14.52,27.34,-12.82,-10.76,24.56,-13.8,-45.55,-43.47,100,0
954,-10,5.54,-4.29,-5.54,-5.54,50.89,-47.83,-10.07,-98.71,-53.55,5.04,87.21,-42.26,-5.31,-100,24.36,-19.4,-14.42,27.29,-12.87,-10.91,24.85,-13.94,-45.24,-43.37,100,0
955,-11,5.5,-4.17,-5.5,-5.5,49.62,-48.37,-11.64,-98.54,-55.65,4.75,86.74,-41.68,-5.16,-99.92,26.93,-17.05,-14.47,27.53,-13.06,-11.21,25.45,-14.24,-44.89,-43.28,100,0
956,-11,5.43,-4.04,-5.43,-5.43,48.44,-48.89,-13.37,-98.36,-57.43,4.35,86.19,-41.21,-5.07,-99.67,29.45,-14.54,-14.58,27.87,-13.29,-11.56,26.13,-14.57,-44.49,-43.19,100,0
957,-12,5.34,-3.89,-5.34,-5.34,47.38,-49.4,-15.21,-98.16,-59.15,3.85,85.54,-40.83,-5.02,-99.27,31.92,-11.87,-14.69,28.22,-13.53,-11.9,26.81,-14.9,-44.05,-43.09,100,0
958,-12,5.23,-3.74,-5.23,-5.23,46.45,-49.89,-17.14,-97.95,-60.81,3.25,84.82,-40.52,-5.01,-98.72,34.31,-9.06,-14.85,28.64,-13.79,-12.27,27.52,-15.26,-43.58,-43,100,0
959,-13,5.08,-3.57,-5.08,-5.08,45.69,-50.35,-19.14,-97.72,-62.42,2.55,84.01,-40.26,-5.03,-98.02,36.61,-6.14,-15.03,29.1,-14.06,-12.63,28.24,-15.61,-43.07,-42.9,100,0
960,-14,4.92,-3.4,-4.92,-4.92,45.12,-50.78,-21.18,-97.47,-63.97,1.76,83.13,-40.05,-5.05,-97.18,38.8,-3.11,-15.23,29.57,-14.34,-12.99,28.94,-15.95,-42.52,-42.8,99.94,0
961,-14,4.74,-3.23,-4.74,-4.74,44.75,-51.18,-23.23,-97.21,-65.47,0.88,82.18,-39.86,-5.07,-96.21,40.86,0.01,-15.43,30.03,-14.6,-13.31,29.58,-16.27,-41.95,-42.71,99.11,0
962,-15,4.53,-3.05,-4.53,-4.53,44.63,-51.53,-25.27,-96.93,-66.91,-0.09,81.17,-39.69,-5.08,-95.11,42.77,3.2,-15.63,30.47,-14.84,-13.6,30.14,-16.54,-41.36,-42.61,96.15,0
963,-15,4.31,-2.87,-4.31,-4.31,44.71,-51.82,-27.27,-96.64,-68.3,-1.13,80.09,-39.52,-5.12,-93.84,44.52,6.46,-15.77,30.78,-15.01,-13.8,30.53,-16.74,-40.74,-42.52,89.77,0
964,-15,4.07,-2.69,-4.07,-4.07,44.97,-52.06,-29.21,-96.3,-69.64,-2.26,78.95,-39.38,-5.23,-92.37,46.1,9.76,-15.87,30.99,-15.12,-13.92,30.78,-16.86,-40.1,-42.42,79.46,0.03
965,-16,3.81,-2.51,-3.81,-3.81,45.37,-52.23,-31.06,-95.89,-70.93,-3.46,77.77,-39.26,-5.41,-90.73,47.48,13.08,-16.02,31.27,-15.25,-14.06,31.06,-16.99,-39.45,-42.33,65.72,0.43
966,-16,3.54,-2.34,-3.54,-3.54,45.91,-52.35,-32.78,-95.42,-72.16,-4.72,76.53,-39.16,-5.63,-88.96,48.64,16.42,-16.22,31.66,-15.44,-14.26,31.45,-17.19,-38.78,-42.24,50,1.93
967,-16,3.26,-2.17,-3.26,-3.26,46.58,-52.42,-34.36,-94.88,-73.35,-6.06,75.25,-39.07,-5.91,-87.11,49.58,19.76,-16.43,32.08,-15.65,-14.48,31.87,-17.39,-38.1,-42.15,34.28,5.33
968,-17,2.97,-2.02,-2.97,-2.97,47.37,-52.43,-35.78,-94.29,-74.48,-7.45,73.92,-39,-6.22,-85.22,50.27,23.09,-16.64,32.48,-15.84,-14.68,32.27,-17.59,-37.42,-42.06,20.54,11.24
969,-17,2.66,-1.87,-2.66,-2.66,48.26,-52.39,-36.99,-93.63,-75.57,-8.91,72.57,-38.93,-6.56,-83.32,50.7,26.38,-16.81,32.81,-16,-14.85,32.61,-17.75,-36.73,-41.97,10.23,19.83
970,-17,2.35,-1.74,-2.35,-2.35,49.25,-52.3,-37.98,-92.92,-76.61,-10.41,71.18,-38.88,-6.91,-81.45,50.84,29.62,-16.97,33.12,-16.15,-15.07,33.02,-17.95,-36.04,-41.88,3.85,30.8
971,-18,2.02,-1.62,-2.02,-2.02,50.31,-52.16,-38.72,-92.16,-77.6,-11.97,69.76,-38.83,-7.29,-79.6,50.64,32.8,-17.18,33.53,-16.35,-15.44,33.71,-18.27,-35.35,-41.8,0.89,43.41
972,-18,1.7,-1.52,-1.7,-1.7,51.44,-51.98,-39.18,-91.35,-78.55,-13.58,68.32,-38.78,-7.68,-77.72,50.04,35.9,-17.48,34.12,-16.64,-15.99,34.73,-18.74,-34.66,-41.71,0.06,56.59
973,-19,1.36,-1.44,-1.36,-1.36,52.62,-51.75,-39.34,-90.5,-79.45,-15.22,66.85,-38.74,-8.09,-75.83,49.07,38.9,-17.82,34.79,-16.97,-16.65,35.95,-19.3,-33.99,-41.63,0,69.2
974,-20,1.03,-1.38,-1.03,-1.03,53.85,-51.48,-39.34,-89.6,-80.3,-16.91,65.38,-38.7,-8.52,-73.92,47.75,41.8,-18.12,35.37,-17.25,-17.33,37.18,-19.86,-33.32,-41.56,0,80.17
975,-20,0.69,-1.34,-0.69,-0.69,55.11,-51.17,-39.33,-88.65,-81.12,-18.63,63.89,-38.65,-8.96,-71.99,46.1,44.57,-18.32,35.75,-17.43,-17.96,38.3,-20.35,-32.66,-41.48,0,88.76
976,-21,0.35,-1.33,-0.35,-0.35,56.38,-50.82,-39.3,-87.67,-81.89,-20.38,62.4,-38.6,-9.41,-70.06,44.13,47.2,-18.47,36.05,-17.58,-18.59,39.41,-20.82,-32.03,-41.41,0,94.67
977,-21,0.01,-1.35,-0.01,-0.01,57.66,-50.44,-39.26,-86.65,-82.61,-22.16,60.91,-38.55,-9.87,-68.12,41.87,49.68,-18.65,36.4,-17.75,-19.28,40.6,-21.32,-31.41,-41.34,0,98.07
978,-22,-0.32,-1.4,0.32,0.32,58.94,-50.02,-39.2,-85.59,-83.3,-23.96,59.41,-38.48,-10.33,-66.18,39.33,51.99,-18.9,36.89,-17.99,-20.04,41.93,-21.89,-30.81,-41.27,0,99.57
979,-22,-0.66,-1.47,0.66,0.66,60.19,-49.57,-39.12,-84.5,-83.95,-25.78,57.93,-38.41,-10.79,-64.23,36.55,54.11,-19.17,37.42,-18.25,-20.84,43.31,-22.47,-30.24,-41.21,0,99.97
980,-23,-0.99,-1.57,0.99,0.99,61.42,-49.08,-39.02,-83.39,-84.55,-27.62,56.45,-38.32,-11.26,-62.3,33.53,56.03,-19.41,37.89,-18.48,-21.61,44.63,-23.02,-29.7,-41.15,0,100
981,-23,-1.31,-1.69,1.31,1.31,62.61,-48.57,-38.89,-82.24,-85.12,-29.47,54.99,-38.21,-11.72,-60.36,30.3,57.74,-19.6,38.25,-18.65,-22.34,45.83,-23.5,-29.19,-41.09,0,100
982,-24,-1.63,-1.84,1.63,1.63,63.73,-48.03,-38.73,-81.08,-85.65,-31.32,53.55,-38.09,-12.18,-58.44,26.88,59.21,-19.75,38.55,-18.8,-23.03,46.96,-23.94,-28.72,-41.04,0,100
983,-24,-1.93,-2,1.93,1.93,64.8,-47.47,-38.54,-79.89,-86.14,-33.18,52.13,-37.95,-12.63,-56.53,23.28,60.43,-19.91,38.85,-18.95,-23.7,48.06,-24.35,-28.28,-40.99,0,100
984,-24,-2.23,-2.17,2.23,2.23,65.78,-46.88,-38.32,-78.68,-86.59,-35.04,50.74,-37.78,-13.07,-54.64,19.54,61.4,-20.08,39.19,-19.11,-24.38,49.13,-24.76,-27.88,-40.95,0,100
985,-25,-2.52,-2.35,2.52,2.52,66.67,-46.27,-38.06,-77.45,-87.01,-36.89,49.38,-37.6,-13.51,-52.75,15.67,62.11,-20.25,39.52,-19.27,-25.02,50.15,-25.13,-27.52,-40.91,0,100
986,-25,-2.79,-2.54,2.79,2.79,67.46,-45.64,-37.76,-76.21,-87.4,-38.74,48.06,-37.38,-13.97,-50.85,11.68,62.62,-20.41,39.83,-19.42,-25.63,51.09,-25.46,-27.22,-40.88,0,100
987,-25,-3.05,-2.74,3.05,3.05,68.13,-45,-37.41,-74.96,-87.75,-40.58,46.78,-37.14,-14.45,-48.95,7.6,62.96,-20.54,40.07,-19.54,-26.18,51.91,-25.73,-26.96,-40.85,0,100
988,-26,-3.29,-2.94,3.29,3.29,68.67,-44.33,-37.02,-73.7,-88.06,-42.4,45.54,-36.86,-14.95,-47.1,3.45,63.17,-20.65,40.3,-19.65,-26.69,52.64,-25.95,-26.75,-40.82,0,100
989,-26,-3.52,-3.14,3.52,3.52,69.08,-43.66,-36.58,-72.43,-88.34,-44.2,44.35,-36.56,-15.45,-45.29,-0.74,63.28,-20.79,40.56,-19.78,-27.17,53.32,-26.15,-26.6,-40.8,0,100
990,-27,-3.73,-3.34,3.73,3.73,69.33,-42.97,-36.09,-71.16,-88.6,-45.97,43.22,-36.22,-15.97,-43.56,-4.97,63.32,-20.98,40.93,-19.96,-27.64,53.98,-26.34,-26.51,-40.79,0,100
991,-27,-3.92,-3.53,3.92,3.92,69.42,-42.27,-35.55,-69.89,-88.82,-47.72,42.14,-35.84,-16.5,-41.93,-9.21,63.32,-21.19,41.35,-20.16,-28.08,54.58,-26.5,-26.47,-40.78,0,100
992,-28,-4.08,-3.71,4.08,4.08,69.41,-41.56,-34.94,-68.62,-89.01,-49.44,41.12,-35.41,-17.04,-40.26,-13.44,63.32,-21.38,41.72,-20.34,-28.44,55.04,-26.59,-26.51,-40.78,0,100
993,-28,-4.23,-3.88,4.23,4.23,69.41,-40.84,-34.27,-67.36,-89.17,-51.12,40.17,-34.95,-17.59,-38.45,-17.64,63.29,-21.53,42.02,-20.48,-28.72,55.33,-26.61,-26.6,-40.8,0,100
994,-28,-4.35,-4.04,4.35,4.35,69.39,-40.12,-33.54,-66.09,-89.3,-52.77,39.29,-34.43,-18.15,-36.56,-21.78,63.22,-21.67,42.28,-20.61,-28.92,55.46,-26.54,-26.76,-40.85,0,100
995,-29,-4.45,-4.17,4.45,4.45,69.36,-39.4,-32.76,-64.84,-89.4,-54.37,38.49,-33.88,-18.71,-34.63,-25.86,63.07,-21.77,42.47,-20.7,-29.05,55.42,-26.37,-26.98,-40.94,0,100
996,-29,-4.52,-4.29,4.52,4.52,69.31,-38.68,-31.93,-63.6,-89.48,-55.93,37.76,-33.28,-19.28,-32.73,-29.85,62.82,-21.84,42.61,-20.77,-29.12,55.23,-26.11,-27.26,-41.06,0,100
997,-29,-4.57,-4.39,4.57,4.57,69.23,-37.95,-31.06,-62.38,-89.53,-57.43,37.12,-32.65,-19.85,-30.91,-33.72,62.46,-21.88,42.69,-20.81,-29.12,54.89,-25.77,-27.59,-41.21,0,99.94
998,-29,-4.58,-4.47,4.58,4.58,69.13,-37.23,-30.16,-61.17,-89.56,-58.88,36.56,-31.98,-20.43,-29.21,-37.47,61.94,-21.88,42.69,-20.81,-29.06,54.41,-25.35,-27.97,-41.39,0,99.11
999,-29,-4.58,-4.55,4.58,4.58,68.99,-36.52,-29.23,-59.98,-89.56,-60.27,36.1,-31.28,-21.01,-27.71,-41.06,61.26,-21.86,42.65,-20.79,-28.94,53.8,-24.86,-28.4,-41.6,0,96.15
1000,-29,-4.58,-4.62,4.58,4.58,68.81,-35.81,-28.28,-58.81,-89.53,-61.6,35.73,-30.55,-21.58,-26.44,-44.48,60.39,-21.83,42.59,-20.76,-28.78,53.1,-24.32,-28.88,-41.84,0,89.77
1001,-29,-4.57,-4.7,4.57,4.57,68.58,-35.1,-27.31,-57.66,-89.49,-62.87,35.46,-29.78,-22.16,-25.47,-47.71,59.3,-21.79,42.51,-20.72,-28.57,52.32,-23.75,-29.41,-42.1,0,79.46
1002,-28,-4.56,-4.77,4.56,4.56,68.31,-34.41,-26.33,-56.55,-89.42,-64.06,35.3,-29,-22.73,-24.84,-50.73,57.97,-21.73,42.41,-20.67,-28.33,51.47,-23.14,-29.98,-42.39,0,65.72
1003,-28,-4.55,-4.85,4.55,4.55,67.97,-33.73,-25.34,-55.46,-89.33,-65.18,35.24,-28.18,-23.3,-24.62,-53.51,56.37,-21.67,42.29,-20.62,-28.05,50.55,-22.5,-30.59,-42.71,0,50
1004,-28,-4.54,-4.92,4.54,4.54,67.58,-33.06,-24.36,-54.4,-89.22,-66.25,35.26,-27.35,-23.86,-24.67,-56.05,54.49,-21.6,42.15,-20.55,-27.73,49.57,-21.84,-31.23,-43.04,0,34.28
1005,-28,-4.52,-4.98,4.52,4.52,67.13,-32.41,-23.38,-53.38,-89.08,-67.29,35.33,-26.49,-24.42,-24.8,-58.31,52.28,-21.52,41.99,-20.47,-27.38,48.55,-21.16,-31.91,-43.4,0,20.54
1006,-28,-4.5,-5.05,4.5,4.5,66.6,-31.78,-22.41,-52.39,-88.87,-68.31,35.45,-25.62,-24.96,-25.01,-60.28,49.79,-21.42,41.79,-20.37,-27,47.48,-20.48,-32.63,-43.78,0,10.23
1007,-27,-4.48,-5.11,4.48,4.48,66.01,-31.16,-21.47,-51.45,-88.5,-69.3,35.62,-24.73,-25.5,-25.29,-61.93,47.06,-21.31,41.58,-20.27,-26.59,46.38,-19.79,-33.38,-44.17,0,3.85
1008,-27,-4.46,-5.18,4.46,4.46,65.38,-30.57,-20.55,-50.54,-88.01,-70.26,35.85,-23.83,-26.03,-25.64,-63.26,44.11,-21.19,41.35,-20.16,-26.16,45.29,-19.12,-34.15,-44.58,0,0.89
1009,-27,-4.44,-5.24,4.44,4.44,64.71,-30,-19.65,-49.68,-87.4,-71.19,36.15,-22.92,-26.55,-26.05,-64.23,40.95,-21.07,41.12,-20.05,-25.73,44.21,-18.48,-34.95,-45.01,0,0.06
1010,-26,-4.41,-5.29,4.41,4.41,64,-29.45,-18.8,-48.87,-86.69,-72.09,36.5,-22,-27.06,-26.5,-64.82,37.6,-20.96,40.89,-19.94,-25.3,43.18,-17.87,-35.78,-45.45,0,0
1011,-26,-4.38,-5.35,4.38,4.38,63.25,-28.94,-17.99,-48.11,-85.89,-72.97,36.92,-21.07,-27.55,-27,-65.03,34.08,-20.85,40.69,-19.84,-24.9,42.23,-17.33,-36.63,-45.9,0,0
1012,-26,-4.35,-5.4,4.35,4.35,62.48,-28.41,-17.23,-47.4,-85.02,-73.81,37.42,-20.14,-28.02,-27.53,-65.02,30.41,-20.75,40.48,-19.74,-24.5,41.35,-16.84,-37.49,-46.37,0,0
1013,-26,-4.32,-5.45,4.32,4.32,61.67,-27.86,-16.52,-46.72,-84.09,-74.62,37.98,-19.2,-28.48,-28.09,-65,26.6,-20.59,40.18,-19.59,-24.08,40.47,-16.38,-38.37,-46.85,0,0
1014,-25,-4.28,-5.5,4.28,4.28,60.85,-27.29,-15.87,-46.05,-83.12,-75.4,38.63,-18.27,-28.92,-28.68,-64.94,22.68,-20.35,39.71,-19.36,-23.62,39.55,-15.93,-39.27,-47.33,0,0
1015,-24,-4.25,-5.55,4.25,4.25,60,-26.68,-15.26,-45.39,-82.12,-76.15,39.36,-17.34,-29.34,-29.28,-64.81,18.65,-20.06,39.15,-19.09,-23.18,38.7,-15.53,-40.18,-47.83,0,0
1016,-24,-4.21,-5.59,4.21,4.21,59.14,-26.06,-14.68,-44.74,-81.1,-76.86,40.17,-16.41,-29.74,-29.88,-64.61,14.54,-19.76,38.57,-18.81,-22.82,38.02,-15.2,-41.1,-48.33,0,0
1017,-23,-4.17,-5.63,4.17,4.17,58.26,-25.42,-14.12,-44.1,-80.09,-77.55,41.04,-15.49,-30.12,-30.49,-64.3,10.37,-19.5,38.06,-18.56,-22.54,37.49,-14.95,-42.02,-48.83,0,0
1018,-22,-4.13,-5.67,4.13,4.13,57.38,-24.77,-13.59,-43.47,-79.09,-78.19,41.98,-14.58,-30.48,-31.09,-63.88,6.14,-19.24,37.54,-18.31,-22.26,36.96,-14.7,-42.95,-49.34,0,0
1019,-22,-4.08,-5.71,4.08,4.08,56.49,-24.11,-13.07,-42.85,-78.12,-78.81,42.96,-13.67,-30.81,-31.67,-63.31,1.88,-18.9,36.9,-17.99,-21.92,36.31,-14.39,-43.88,-49.86,0,0
1020,-21,-4.04,-5.74,4.04,4.04,55.6,-23.44,-12.59,-42.25,-77.19,-79.38,43.98,-12.79,-31.12,-32.23,-62.58,-2.39,-18.5,36.12,-17.61,-21.51,35.51,-14.01,-44.82,-50.37,0,0
1021,-20,-3.99,-5.77,3.99,3.99,54.72,-22.77,-12.13,-41.65,-76.32,-79.93,45.02,-11.91,-31.4,-32.77,-61.68,-6.66,-18.08,35.29,-17.21,-21.07,34.67,-13.61,-45.75,-50.88,0,0
1022,-19,-3.94,-5.8,3.94,3.94,53.84,-22.09,-11.7,-41.06,-75.53,-80.43,46.08,-11.06,-31.65,-33.26,-60.57,-10.9,-17.62,34.4,-16.78,-20.6,33.78,-13.18,-46.67,-51.4,0,0
1023,-18,-3.89,-5.83,3.89,3.89,52.97,-21.42,-11.3,-40.49,-74.79,-80.9,47.15,-10.23,-31.87,-33.72,-59.29,-15.11,-17.14,33.47,-16.32,-20.1,32.82,-12.72,-47.59,-51.9,0,0
1024,-17,-3.84,-5.85,3.84,3.84,52.11,-20.76,-10.93,-39.93,-74.11,-81.33,48.21,-9.41,-32.06,-34.12,-57.88,-19.27,-16.63,32.47,-15.84,-19.57,31.81,-12.24,-48.5,-52.41,0,0
